"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comenario"
"466","192.168.1.48","3","Directo","vista_Jean_Slim_Negro","2025-11-06 22:25:13","Navegando catalogo"
"467","192.168.1.48","2","Directo","btn_agregar_carrito","2025-11-06 22:25:15","Interaccion interfaz"
"468","192.168.1.32","1","Instagram Bio","Home_Page","2025-11-07 00:33:00","Inicio de sesion"
"469","192.168.1.32","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 00:33:44","Navegando catalogo"
"470","192.168.1.32","2","Instagram Bio","link_menu_hombres","2025-11-07 00:33:46","Interaccion interfaz"
"471","192.168.1.32","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 00:33:57","Navegando catalogo"
"472","192.168.1.32","2","Instagram Bio","link_menu_hombres","2025-11-07 00:33:59","Interaccion interfaz"
"473","192.168.1.45","1","Google Ads","Home_Page","2025-11-07 00:55:00","Inicio de sesion"
"474","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-07 00:55:16","Navegando catalogo"
"475","192.168.1.45","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 00:55:37","Navegando catalogo"
"476","192.168.1.45","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 00:56:18","Navegando catalogo"
"477","192.168.1.10","1","Facebook","Home_Page","2025-11-07 03:25:00","Inicio de sesion"
"478","192.168.1.10","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 03:25:43","Navegando catalogo"
"479","192.168.1.43","1","Google Ads","Home_Page","2025-11-07 04:31:00","Inicio de sesion"
"480","192.168.1.43","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 04:31:14","Navegando catalogo"
"481","192.168.1.43","2","Google Ads","link_menu_hombres","2025-11-07 04:31:16","Interaccion interfaz"
"482","192.168.1.43","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 04:31:55","Navegando catalogo"
"483","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-07 04:32:06","Navegando catalogo"
"484","192.168.1.43","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 04:32:11","Navegando catalogo"
"485","192.168.1.43","2","Google Ads","btn_ver_tallas","2025-11-07 04:32:13","Interaccion interfaz"
"486","192.168.1.43","5","Google Ads","btn_cancelar_checkout","2025-11-07 04:32:52","Abandono en pago"
"487","192.168.1.5","1","Instagram Bio","Home_Page","2025-11-07 06:53:00","Inicio de sesion"
"488","192.168.1.5","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-07 06:53:28","Navegando catalogo"
"489","192.168.1.5","2","Instagram Bio","link_menu_hombres","2025-11-07 06:53:30","Interaccion interfaz"
"490","192.168.1.38","1","Google Ads","Home_Page","2025-11-07 07:36:00","Inicio de sesion"
"491","192.168.1.38","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 07:36:29","Navegando catalogo"
"492","192.168.1.38","2","Google Ads","link_menu_hombres","2025-11-07 07:36:31","Interaccion interfaz"
"493","192.168.1.38","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 07:37:13","Navegando catalogo"
"494","192.168.1.38","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 07:37:26","Navegando catalogo"
"495","192.168.1.38","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 07:37:47","Navegando catalogo"
"496","192.168.1.38","2","Google Ads","link_menu_hombres","2025-11-07 07:37:49","Interaccion interfaz"
"497","192.168.1.38","5","Google Ads","btn_cancelar_checkout","2025-11-07 07:38:35","Abandono en pago"
"498","192.168.1.42","1","Facebook","Home_Page","2025-11-07 07:59:00","Inicio de sesion"
"499","192.168.1.42","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 07:59:37","Navegando catalogo"
"500","192.168.1.42","2","Facebook","btn_agregar_carrito","2025-11-07 07:59:39","Interaccion interfaz"
"501","192.168.1.45","1","Instagram Bio","Home_Page","2025-11-07 10:56:00","Inicio de sesion"
"502","192.168.1.45","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 10:56:16","Navegando catalogo"
"503","192.168.1.45","2","Instagram Bio","link_menu_hombres","2025-11-07 10:56:18","Interaccion interfaz"
"504","192.168.1.45","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-07 10:56:30","Navegando catalogo"
"505","192.168.1.45","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 10:56:50","Navegando catalogo"
"506","192.168.1.22","1","Instagram Bio","Home_Page","2025-11-07 13:33:00","Inicio de sesion"
"507","192.168.1.22","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 13:33:36","Navegando catalogo"
"508","192.168.1.22","2","Instagram Bio","btn_agregar_carrito","2025-11-07 13:33:38","Interaccion interfaz"
"509","192.168.1.22","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 13:34:10","Navegando catalogo"
"510","192.168.1.22","2","Instagram Bio","btn_agregar_carrito","2025-11-07 13:34:12","Interaccion interfaz"
"511","192.168.1.22","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-07 13:34:44","Navegando catalogo"
"512","192.168.1.7","1","Facebook","Home_Page","2025-11-07 16:17:00","Inicio de sesion"
"513","192.168.1.7","3","Facebook","vista_Zapatillas_Urban","2025-11-07 16:17:31","Navegando catalogo"
"514","192.168.1.7","2","Facebook","btn_agregar_carrito","2025-11-07 16:17:33","Interaccion interfaz"
"515","192.168.1.7","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-07 16:18:09","Navegando catalogo"
"516","192.168.1.7","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 16:18:36","Navegando catalogo"
"517","192.168.1.21","1","Google Ads","Home_Page","2025-11-07 18:09:00","Inicio de sesion"
"518","192.168.1.21","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 18:09:42","Navegando catalogo"
"519","192.168.1.21","2","Google Ads","link_menu_hombres","2025-11-07 18:09:44","Interaccion interfaz"
"520","192.168.1.21","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 18:10:24","Navegando catalogo"
"521","192.168.1.21","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 18:10:39","Navegando catalogo"
"522","192.168.1.28","1","Directo","Home_Page","2025-11-07 19:17:00","Inicio de sesion"
"523","192.168.1.28","3","Directo","vista_Jean_Slim_Negro","2025-11-07 19:17:10","Navegando catalogo"
"524","192.168.1.28","3","Directo","vista_Chaqueta_Cuero","2025-11-07 19:17:26","Navegando catalogo"
"525","192.168.1.28","3","Directo","vista_Jean_Slim_Negro","2025-11-07 19:18:00","Navegando catalogo"
"526","192.168.1.39","1","Newsletter","Home_Page","2025-11-07 20:18:00","Inicio de sesion"
"527","192.168.1.39","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 20:18:30","Navegando catalogo"
"528","192.168.1.39","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 20:18:35","Navegando catalogo"
"529","192.168.1.39","3","Newsletter","vista_Zapatillas_Urban","2025-11-07 20:18:46","Navegando catalogo"
"530","192.168.1.39","2","Newsletter","img_zoom","2025-11-07 20:18:48","Interaccion interfaz"
"531","192.168.1.39","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-07 20:19:22","Navegando catalogo"
"532","192.168.1.39","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 20:19:53","Navegando catalogo"
"533","192.168.1.39","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-07 20:20:35","Venta Exitosa"
"534","192.168.1.14","1","Google Ads","Home_Page","2025-11-07 21:41:00","Inicio de sesion"
"535","192.168.1.14","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 21:41:30","Navegando catalogo"
"536","192.168.1.14","2","Google Ads","btn_ver_tallas","2025-11-07 21:41:32","Interaccion interfaz"
"537","192.168.1.31","1","Instagram Bio","Home_Page","2025-11-07 23:48:00","Inicio de sesion"
"538","192.168.1.31","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 23:48:26","Navegando catalogo"
"539","192.168.1.31","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-07 23:49:03","Navegando catalogo"
"540","192.168.1.31","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 23:49:08","Navegando catalogo"
"541","192.168.1.31","2","Instagram Bio","img_zoom","2025-11-07 23:49:10","Interaccion interfaz"
"542","192.168.1.31","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 23:49:34","Navegando catalogo"
"543","192.168.1.31","5","Instagram Bio","btn_cancelar_checkout","2025-11-07 23:49:52","Abandono en pago"
"544","192.168.1.13","1","Instagram Bio","Home_Page","2025-11-08 00:59:00","Inicio de sesion"
"545","192.168.1.13","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-08 00:59:26","Navegando catalogo"
"546","192.168.1.44","1","Directo","Home_Page","2025-11-08 03:01:00","Inicio de sesion"
"547","192.168.1.44","3","Directo","vista_Zapatillas_Urban","2025-11-08 03:01:22","Navegando catalogo"
"548","192.168.1.43","1","Google Ads","Home_Page","2025-11-08 03:54:00","Inicio de sesion"
"549","192.168.1.43","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 03:54:25","Navegando catalogo"
"550","192.168.1.43","2","Google Ads","btn_ver_tallas","2025-11-08 03:54:27","Interaccion interfaz"
"551","192.168.1.43","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 03:54:48","Navegando catalogo"
"552","192.168.1.20","1","Newsletter","Home_Page","2025-11-08 04:56:00","Inicio de sesion"
"553","192.168.1.20","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-08 04:56:14","Navegando catalogo"
"554","192.168.1.20","3","Newsletter","vista_Jean_Slim_Negro","2025-11-08 04:56:40","Navegando catalogo"
"555","192.168.1.20","2","Newsletter","btn_ver_tallas","2025-11-08 04:56:42","Interaccion interfaz"
"556","192.168.1.35","1","Directo","Home_Page","2025-11-08 06:40:00","Inicio de sesion"
"557","192.168.1.35","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 06:40:34","Navegando catalogo"
"558","192.168.1.35","3","Directo","vista_Chaqueta_Cuero","2025-11-08 06:41:15","Navegando catalogo"
"559","192.168.1.46","1","Google Ads","Home_Page","2025-11-08 07:52:00","Inicio de sesion"
"560","192.168.1.46","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 07:52:33","Navegando catalogo"
"561","192.168.1.46","2","Google Ads","btn_agregar_carrito","2025-11-08 07:52:35","Interaccion interfaz"
"562","192.168.1.46","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 07:53:16","Navegando catalogo"
"563","192.168.1.46","2","Google Ads","btn_ver_tallas","2025-11-08 07:53:18","Interaccion interfaz"
"564","192.168.1.22","1","Google Ads","Home_Page","2025-11-08 08:15:00","Inicio de sesion"
"565","192.168.1.22","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 08:15:14","Navegando catalogo"
"566","192.168.1.22","2","Google Ads","link_menu_hombres","2025-11-08 08:15:16","Interaccion interfaz"
"567","192.168.1.22","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 08:15:34","Navegando catalogo"
"568","192.168.1.22","2","Google Ads","btn_agregar_carrito","2025-11-08 08:15:36","Interaccion interfaz"
"569","192.168.1.22","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 08:15:51","Navegando catalogo"
"570","192.168.1.22","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 08:16:36","Navegando catalogo"
"571","192.168.1.22","2","Google Ads","btn_ver_tallas","2025-11-08 08:16:38","Interaccion interfaz"
"572","192.168.1.22","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 08:16:46","Navegando catalogo"
"573","192.168.1.22","2","Google Ads","btn_agregar_carrito","2025-11-08 08:16:48","Interaccion interfaz"
"574","192.168.1.22","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-08 08:16:58","Venta Exitosa"
"575","192.168.1.12","1","Instagram Bio","Home_Page","2025-11-08 10:36:00","Inicio de sesion"
"576","192.168.1.12","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-08 10:36:11","Navegando catalogo"
"577","192.168.1.12","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-08 10:36:31","Navegando catalogo"
"578","192.168.1.12","2","Instagram Bio","img_zoom","2025-11-08 10:36:33","Interaccion interfaz"
"579","192.168.1.26","1","Newsletter","Home_Page","2025-11-08 12:02:00","Inicio de sesion"
"580","192.168.1.26","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-08 12:02:16","Navegando catalogo"
"581","192.168.1.26","3","Newsletter","vista_Chaqueta_Cuero","2025-11-08 12:02:57","Navegando catalogo"
"582","192.168.1.26","2","Newsletter","btn_agregar_carrito","2025-11-08 12:02:59","Interaccion interfaz"
"583","192.168.1.26","3","Newsletter","vista_Chaqueta_Cuero","2025-11-08 12:03:17","Navegando catalogo"
"584","192.168.1.26","2","Newsletter","img_zoom","2025-11-08 12:03:19","Interaccion interfaz"
"585","192.168.1.23","1","Google Ads","Home_Page","2025-11-08 13:42:00","Inicio de sesion"
"586","192.168.1.23","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 13:42:18","Navegando catalogo"
"587","192.168.1.23","2","Google Ads","link_menu_hombres","2025-11-08 13:42:20","Interaccion interfaz"
"588","192.168.1.34","1","Instagram Bio","Home_Page","2025-11-08 16:41:00","Inicio de sesion"
"589","192.168.1.34","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-08 16:41:14","Navegando catalogo"
"590","192.168.1.5","1","Newsletter","Home_Page","2025-11-08 19:27:00","Inicio de sesion"
"591","192.168.1.5","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-08 19:27:34","Navegando catalogo"
"592","192.168.1.5","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-08 19:28:08","Navegando catalogo"
"593","192.168.1.5","2","Newsletter","btn_agregar_carrito","2025-11-08 19:28:10","Interaccion interfaz"
"594","192.168.1.8","1","Facebook","Home_Page","2025-11-08 22:15:00","Inicio de sesion"
"595","192.168.1.8","3","Facebook","vista_Vestido_Verano_Floral","2025-11-08 22:15:37","Navegando catalogo"
"596","192.168.1.8","2","Facebook","btn_ver_tallas","2025-11-08 22:15:39","Interaccion interfaz"
"597","192.168.1.8","3","Facebook","vista_Jean_Slim_Negro","2025-11-08 22:15:47","Navegando catalogo"
"598","192.168.1.8","2","Facebook","btn_ver_tallas","2025-11-08 22:15:49","Interaccion interfaz"
"599","192.168.1.7","1","Google Ads","Home_Page","2025-11-08 23:02:00","Inicio de sesion"
"600","192.168.1.7","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 23:02:09","Navegando catalogo"
"601","192.168.1.7","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 23:02:34","Navegando catalogo"
"602","192.168.1.7","2","Google Ads","btn_ver_tallas","2025-11-08 23:02:36","Interaccion interfaz"
"603","192.168.1.7","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 23:02:53","Navegando catalogo"
"604","192.168.1.7","2","Google Ads","img_zoom","2025-11-08 23:02:55","Interaccion interfaz"
"605","192.168.1.7","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 23:03:12","Navegando catalogo"
"606","192.168.1.7","5","Google Ads","btn_cancelar_checkout","2025-11-08 23:04:12","Abandono en pago"
"607","192.168.1.6","1","Newsletter","Home_Page","2025-11-09 01:04:00","Inicio de sesion"
"608","192.168.1.6","3","Newsletter","vista_Chaqueta_Cuero","2025-11-09 01:04:27","Navegando catalogo"
"609","192.168.1.6","2","Newsletter","img_zoom","2025-11-09 01:04:29","Interaccion interfaz"
"610","192.168.1.6","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 01:04:50","Navegando catalogo"
"611","192.168.1.6","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:05:24","Navegando catalogo"
"612","192.168.1.6","2","Newsletter","btn_ver_tallas","2025-11-09 01:05:26","Interaccion interfaz"
"613","192.168.1.6","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 01:05:53","Navegando catalogo"
"614","192.168.1.6","2","Newsletter","btn_ver_tallas","2025-11-09 01:05:55","Interaccion interfaz"
"615","192.168.1.6","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 01:06:18","Navegando catalogo"
"616","192.168.1.6","2","Newsletter","img_zoom","2025-11-09 01:06:20","Interaccion interfaz"
"617","192.168.1.6","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-09 01:06:52","Venta Exitosa"
"618","192.168.1.49","1","Instagram Bio","Home_Page","2025-11-09 03:04:00","Inicio de sesion"
"619","192.168.1.49","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-09 03:04:31","Navegando catalogo"
"620","192.168.1.49","2","Instagram Bio","img_zoom","2025-11-09 03:04:33","Interaccion interfaz"
"621","192.168.1.41","1","Directo","Home_Page","2025-11-09 03:47:00","Inicio de sesion"
"622","192.168.1.41","3","Directo","vista_Zapatillas_Urban","2025-11-09 03:47:38","Navegando catalogo"
"623","192.168.1.41","2","Directo","img_zoom","2025-11-09 03:47:40","Interaccion interfaz"
"624","192.168.1.41","3","Directo","vista_Vestido_Verano_Floral","2025-11-09 03:48:20","Navegando catalogo"
"625","192.168.1.41","2","Directo","btn_ver_tallas","2025-11-09 03:48:22","Interaccion interfaz"
"626","192.168.1.41","1","Facebook","Home_Page","2025-11-09 04:01:00","Inicio de sesion"
"627","192.168.1.41","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 04:01:09","Navegando catalogo"
"628","192.168.1.41","2","Facebook","link_menu_hombres","2025-11-09 04:01:11","Interaccion interfaz"
"629","192.168.1.41","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 04:01:19","Navegando catalogo"
"630","192.168.1.41","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-09 04:01:29","Navegando catalogo"
"631","192.168.1.28","1","Newsletter","Home_Page","2025-11-09 05:43:00","Inicio de sesion"
"632","192.168.1.28","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 05:43:05","Navegando catalogo"
"633","192.168.1.28","2","Newsletter","img_zoom","2025-11-09 05:43:07","Interaccion interfaz"
"634","192.168.1.28","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 05:43:39","Navegando catalogo"
"635","192.168.1.28","2","Newsletter","img_zoom","2025-11-09 05:43:41","Interaccion interfaz"
"636","192.168.1.28","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 05:43:54","Navegando catalogo"
"637","192.168.1.28","2","Newsletter","img_zoom","2025-11-09 05:43:56","Interaccion interfaz"
"638","192.168.1.28","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 05:44:04","Navegando catalogo"
"639","192.168.1.28","2","Newsletter","btn_ver_tallas","2025-11-09 05:44:06","Interaccion interfaz"
"640","192.168.1.28","5","Newsletter","btn_cancelar_checkout","2025-11-09 05:44:54","Abandono en pago"
"641","192.168.1.49","1","Facebook","Home_Page","2025-11-09 06:30:00","Inicio de sesion"
"642","192.168.1.49","3","Facebook","vista_Jean_Slim_Negro","2025-11-09 06:30:36","Navegando catalogo"
"643","192.168.1.49","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-09 06:31:07","Navegando catalogo"
"644","192.168.1.49","2","Facebook","btn_agregar_carrito","2025-11-09 06:31:09","Interaccion interfaz"
"645","192.168.1.49","3","Facebook","vista_Zapatillas_Urban","2025-11-09 06:31:38","Navegando catalogo"
"646","192.168.1.49","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-09 06:32:12","Navegando catalogo"
"647","192.168.1.49","2","Facebook","img_zoom","2025-11-09 06:32:14","Interaccion interfaz"
"648","192.168.1.49","5","Facebook","btn_cancelar_checkout","2025-11-09 06:32:38","Abandono en pago"
"649","192.168.1.45","1","Instagram Bio","Home_Page","2025-11-09 08:15:00","Inicio de sesion"
"650","192.168.1.45","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-09 08:15:08","Navegando catalogo"
"651","192.168.1.45","2","Instagram Bio","btn_ver_tallas","2025-11-09 08:15:10","Interaccion interfaz"
"652","192.168.1.45","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-09 08:15:33","Navegando catalogo"
"653","192.168.1.45","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 08:15:48","Navegando catalogo"
"654","192.168.1.45","2","Instagram Bio","img_zoom","2025-11-09 08:15:50","Interaccion interfaz"
"655","192.168.1.45","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-09 08:15:57","Navegando catalogo"
"656","192.168.1.45","2","Instagram Bio","btn_agregar_carrito","2025-11-09 08:15:59","Interaccion interfaz"
"657","192.168.1.45","5","Instagram Bio","btn_cancelar_checkout","2025-11-09 08:16:23","Abandono en pago"
"658","192.168.1.36","1","Facebook","Home_Page","2025-11-09 10:00:00","Inicio de sesion"
"659","192.168.1.36","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 10:00:24","Navegando catalogo"
"660","192.168.1.36","2","Facebook","img_zoom","2025-11-09 10:00:26","Interaccion interfaz"
"661","192.168.1.46","1","Facebook","Home_Page","2025-11-09 11:30:00","Inicio de sesion"
"662","192.168.1.46","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 11:30:44","Navegando catalogo"
"663","192.168.1.46","2","Facebook","img_zoom","2025-11-09 11:30:46","Interaccion interfaz"
"664","192.168.1.46","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 11:31:03","Navegando catalogo"
"665","192.168.1.46","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-09 11:31:38","Navegando catalogo"
"666","192.168.1.46","2","Facebook","img_zoom","2025-11-09 11:31:40","Interaccion interfaz"
"667","192.168.1.46","3","Facebook","vista_Zapatillas_Urban","2025-11-09 11:32:10","Navegando catalogo"
"668","192.168.1.46","5","Facebook","btn_cancelar_checkout","2025-11-09 11:33:04","Abandono en pago"
"669","192.168.1.17","1","Newsletter","Home_Page","2025-11-09 12:19:00","Inicio de sesion"
"670","192.168.1.17","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 12:19:12","Navegando catalogo"
"671","192.168.1.1","1","Facebook","Home_Page","2025-11-09 13:47:00","Inicio de sesion"
"672","192.168.1.1","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 13:47:06","Navegando catalogo"
"673","192.168.1.1","2","Facebook","img_zoom","2025-11-09 13:47:08","Interaccion interfaz"
"674","192.168.1.1","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 13:47:28","Navegando catalogo"
"675","192.168.1.1","2","Facebook","link_menu_hombres","2025-11-09 13:47:30","Interaccion interfaz"
"676","192.168.1.1","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 13:48:15","Navegando catalogo"
"677","192.168.1.25","1","Directo","Home_Page","2025-11-09 13:57:00","Inicio de sesion"
"678","192.168.1.25","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 13:57:41","Navegando catalogo"
"679","192.168.1.25","2","Directo","img_zoom","2025-11-09 13:57:43","Interaccion interfaz"
"680","192.168.1.25","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 13:57:57","Navegando catalogo"
"681","192.168.1.25","2","Directo","btn_agregar_carrito","2025-11-09 13:57:59","Interaccion interfaz"
"682","192.168.1.25","3","Directo","vista_Jean_Slim_Negro","2025-11-09 13:58:05","Navegando catalogo"
"683","192.168.1.45","1","Directo","Home_Page","2025-11-09 16:49:00","Inicio de sesion"
"684","192.168.1.45","3","Directo","vista_Jean_Slim_Negro","2025-11-09 16:49:32","Navegando catalogo"
"685","192.168.1.45","2","Directo","btn_agregar_carrito","2025-11-09 16:49:34","Interaccion interfaz"
"686","192.168.1.45","3","Directo","vista_Zapatillas_Urban","2025-11-09 16:50:01","Navegando catalogo"
"687","192.168.1.45","3","Directo","vista_Jean_Slim_Negro","2025-11-09 16:50:45","Navegando catalogo"
"688","192.168.1.45","2","Directo","btn_agregar_carrito","2025-11-09 16:50:47","Interaccion interfaz"
"689","192.168.1.45","3","Directo","vista_Jean_Slim_Negro","2025-11-09 16:50:58","Navegando catalogo"
"690","192.168.1.45","5","Directo","btn_cancelar_checkout","2025-11-09 16:51:57","Abandono en pago"
"691","192.168.1.33","1","Directo","Home_Page","2025-11-09 17:36:00","Inicio de sesion"
"692","192.168.1.33","3","Directo","vista_Jean_Slim_Negro","2025-11-09 17:36:32","Navegando catalogo"
"693","192.168.1.33","3","Directo","vista_Chaqueta_Cuero","2025-11-09 17:36:45","Navegando catalogo"
"694","192.168.1.33","2","Directo","img_zoom","2025-11-09 17:36:47","Interaccion interfaz"
"695","192.168.1.33","3","Directo","vista_Zapatillas_Urban","2025-11-09 17:37:27","Navegando catalogo"
"696","192.168.1.33","2","Directo","btn_agregar_carrito","2025-11-09 17:37:29","Interaccion interfaz"
"697","192.168.1.43","1","Instagram Bio","Home_Page","2025-11-09 20:26:00","Inicio de sesion"
"698","192.168.1.43","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-09 20:26:39","Navegando catalogo"
"699","192.168.1.43","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-09 20:26:54","Navegando catalogo"
"700","192.168.1.43","2","Instagram Bio","link_menu_hombres","2025-11-09 20:26:56","Interaccion interfaz"
"701","192.168.1.43","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-09 20:27:29","Navegando catalogo"
"702","192.168.1.43","2","Instagram Bio","img_zoom","2025-11-09 20:27:31","Interaccion interfaz"
"703","192.168.1.43","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 20:27:47","Navegando catalogo"
"704","192.168.1.43","5","Instagram Bio","btn_cancelar_checkout","2025-11-09 20:28:44","Abandono en pago"
"705","192.168.1.29","1","Instagram Bio","Home_Page","2025-11-09 22:15:00","Inicio de sesion"
"706","192.168.1.29","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 22:15:39","Navegando catalogo"
"707","192.168.1.29","2","Instagram Bio","btn_ver_tallas","2025-11-09 22:15:41","Interaccion interfaz"
"708","192.168.1.29","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-09 22:15:47","Navegando catalogo"
"709","192.168.1.29","2","Instagram Bio","link_menu_hombres","2025-11-09 22:15:49","Interaccion interfaz"
"710","192.168.1.29","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-09 22:16:26","Navegando catalogo"
"711","192.168.1.29","2","Instagram Bio","link_menu_hombres","2025-11-09 22:16:28","Interaccion interfaz"
"712","192.168.1.29","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-09 22:16:37","Navegando catalogo"
"713","192.168.1.29","2","Instagram Bio","btn_ver_tallas","2025-11-09 22:16:39","Interaccion interfaz"
"714","192.168.1.29","5","Instagram Bio","btn_cancelar_checkout","2025-11-09 22:17:11","Abandono en pago"
"715","192.168.1.9","1","Google Ads","Home_Page","2025-11-09 22:53:00","Inicio de sesion"
"716","192.168.1.9","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 22:53:20","Navegando catalogo"
"717","192.168.1.9","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 22:53:37","Navegando catalogo"
"718","192.168.1.9","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 22:54:20","Navegando catalogo"
"719","192.168.1.9","2","Google Ads","link_menu_hombres","2025-11-09 22:54:22","Interaccion interfaz"
"720","192.168.1.9","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 22:54:27","Navegando catalogo"
"721","192.168.1.9","2","Google Ads","btn_agregar_carrito","2025-11-09 22:54:29","Interaccion interfaz"
"722","192.168.1.9","5","Google Ads","btn_cancelar_checkout","2025-11-09 22:55:22","Abandono en pago"
"723","192.168.1.22","1","Instagram Bio","Home_Page","2025-11-10 00:27:00","Inicio de sesion"
